latitude,longitude,date,species,url,image_url,reference,n,location,depth,gear,temp,traps,id,notes,source,sex,source_id,previous_species,aquarium_inp,obs_type,id_correct,misid_reason,reviewer,is_sequenced,tax_type,genbank_accession
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253355217,,,1,Australia,,,,,1884,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.38848 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,ac5b5421-ddd8-47bb-a56d-1e076104a4f7,,,,,,,FALSE,,
-23.50778,152.0386,,Bathynomus immanis,https://www.gbif.org/occurrence/1253355243,,,1,Australia,,,,,1885,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.38845 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,f747b7e4-5d6e-449c-8a43-c2db4b03d7d6,,,,,,,FALSE,,
-5.15667,145.85167,,Bathynomus immanis,https://www.gbif.org/occurrence/1253356569,,,1,Papua New Guinea,,,,,1886,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.40738 | recordNumber:  | recordedBy:  | identifiedBy: Lowry, Dr James Kenneth - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Papua New Guinea",GBIF,,755f4779-1769-400c-8425-bbe760c244e7,,,,,,,FALSE,,
29.31667,-87.53333,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357771,,,1,United States of America,,,,,1887,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42708 | recordNumber:  | recordedBy:  | identifiedBy:  | locality:  | waterBody:  | country: United States of America",GBIF,,4f219764-2eca-496a-a111-6ffd887c8d0e,,,,,,,FALSE,,
34.89834,138.71834,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357798,,,1,Japan,,,,,1888,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42713 | recordNumber:  | recordedBy:  | identifiedBy: J.K. Lowry & R.T. Springthorpe | locality:  | waterBody:  | country: Japan",GBIF,,85826f1d-c86d-4344-a58a-0d7bf33591f1,,,,,,,FALSE,,
29.15,-88,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357814,,,1,United States of America,,,,,1889,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42707 | recordNumber:  | recordedBy:  | identifiedBy: Louisiana State University | locality:  | waterBody:  | country: United States of America",GBIF,,3c01d686-3d4f-47a4-8871-09f532726095,,,,,,,FALSE,,
29.31667,-87.53333,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357821,,,1,United States of America,,,,,1890,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42709 | recordNumber:  | recordedBy:  | identifiedBy:  | locality:  | waterBody:  | country: United States of America",GBIF,,f7a3c639-f032-433a-ac9a-76c6f55458be,,,,,,,FALSE,,
29.31667,-87.53333,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357822,,,1,United States of America,,,,,1891,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42710 | recordNumber:  | recordedBy:  | identifiedBy:  | locality:  | waterBody:  | country: United States of America",GBIF,,9cb50c01-4da1-46f8-bf46-667bc70e89b0,,,,,,,FALSE,,
29.31667,-87.53333,,Bathynomus sp.,https://www.gbif.org/occurrence/1253357828,,,1,United States of America,,,,,1892,"orig_scientificName: Bathynomus A.Milne-Edwards, 1879 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.42714 | recordNumber:  | recordedBy:  | identifiedBy:  | locality:  | waterBody:  | country: United States of America",GBIF,,2c3a9ca3-34cf-4924-873f-34e385d21d61,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359531,,,1,Australia,,,,,1893,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46800 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,e922c006-77a7-4752-a978-84fcbba0bdbe,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359541,,,1,Australia,,,,,1894,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46840 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,8787f81a-b325-48c0-b74e-0eafd824fc0e,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359546,,,1,Australia,,,,,1895,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46804 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,70e3919a-ed34-4541-9d5d-1ff025270dff,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359554,,,1,Australia,,,,,1896,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46831 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,646081e8-53b7-4b2a-a596-385a5fb70183,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359559,,,1,Australia,,,,,1897,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46818 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,96d13dff-98b6-46f6-8f24-4f38570c3da9,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359566,,,1,Australia,,,,,1898,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46891 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,d5f96fe9-b901-49cf-b356-77736a795d38,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359575,,,1,Australia,,,,,1899,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46834 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,a8cf76bc-63b6-4ab5-91d5-46cb02ec04e5,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359577,,,1,Australia,,,,,1900,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46801 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,6ce294c4-6494-4185-97a7-96bfd9b70fd3,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359578,,,1,Australia,,,,,1901,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46809 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,a68d519d-d9dd-40f7-b835-89f2af8dc116,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359582,,,1,Australia,,,,,1902,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46806 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,70aaf837-846d-4c94-b29b-20fe0f221285,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359587,,,1,Australia,,,,,1903,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46812 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,7772ffd5-e0b5-44e4-ad13-d039f5cf23fa,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359588,,,1,Australia,,,,,1904,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46893 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,4934ca66-0cb7-4637-aeab-2a2e81e1715f,,,,,,,FALSE,,
-16.68028,146.31361,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359589,,,1,Australia,,,,,1905,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46830 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,69dc2a0a-3492-4ad3-926c-7fe7d5e3ca7b,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359590,,,1,Australia,,,,,1906,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46808 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,c7e84260-5365-4ab2-8266-2396ba0f1bfe,,,,,,,FALSE,,
-16.68028,146.31361,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359592,,,1,Australia,,,,,1907,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46821 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,9a12054a-e168-4a57-b965-06ccf60fb1dd,,,,,,,FALSE,,
-23.43611,152.47444,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359593,,,1,Australia,,,,,1908,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46811 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,b85eb3f0-5cf6-4d83-91fe-2e8dfb43efb6,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359594,,,1,Australia,,,,,1909,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46807 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,f723f8b8-9da0-4b62-a734-a089cd2e6d65,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359595,,,1,Australia,,,,,1910,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46813 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,697a26d5-73dd-4433-b30b-247c8f0cd85b,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359596,,,1,Australia,,,,,1911,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46810 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,650f24e9-6f32-431e-b093-a68d4d6da1e4,,,,,,,FALSE,,
-16.68028,146.31361,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359602,,,1,Australia,,,,,1912,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46887 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,1a886903-ad11-4718-8447-24a494f0d8a9,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359603,,,1,Australia,,,,,1913,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46838 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,e5100c9e-a58c-40c8-be25-dd2da634635e,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359605,,,1,Australia,,,,,1914,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46841 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,5d4a53a9-cfa1-4f4b-ba29-ad606fa1dc1e,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359606,,,1,Australia,,,,,1915,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46833 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,264a6ffe-2c7f-460c-884f-b91921d5dbbf,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359607,,,1,Australia,,,,,1916,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46816 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,5de7d022-65b8-4f68-870e-6c8c3971cc8f,,,,,,,FALSE,,
-23.43611,152.47444,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359608,,,1,Australia,,,,,1917,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46820 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,19891c22-52d0-4d98-8ca2-4be8443f877a,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359609,,,1,Australia,,,,,1918,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46842 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,cd7e4796-b63d-4932-ae88-226fdc19baed,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359610,,,1,Australia,,,,,1919,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46839 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,b5a18c8e-218e-4582-803d-7703824bd05a,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359611,,,1,Australia,,,,,1920,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46836 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,142fabcd-536a-4937-beee-4d8f9693838e,,,,,,,FALSE,,
-16.68028,146.31361,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359616,,,1,Australia,,,,,1921,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46885 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,acfefe56-57bb-44d8-8fa4-61d5f0055ec4,,,,,,,FALSE,,
-16.66889,146.3339,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359617,,,1,Australia,,,,,1922,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46832 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,c012e2f9-2351-44be-941e-98ffb2a8a36f,,,,,,,FALSE,,
-23.50778,152.0386,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359620,,,1,Australia,,,,,1923,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46815 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,1e820680-bc24-4834-b231-995cfeb03bbe,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359621,,,1,Australia,,,,,1924,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46803 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,152653a8-082d-4e7a-86f9-df8c02bb5f9b,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359622,,,1,Australia,,,,,1925,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46814 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,0d66a548-adf2-4806-9440-ad98b2815e1d,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359625,,,1,Australia,,,,,1926,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46890 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,d60676d9-8377-4281-954e-1d1b38a00939,,,,,,,FALSE,,
-23.50778,152.0386,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359627,,,1,Australia,,,,,1927,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46819 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,c0df8465-2e34-4405-9a3f-0373be948d85,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359628,,,1,Australia,,,,,1928,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46835 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,9b16069b-7ede-47a5-b482-e0cf77863e52,,,,,,,FALSE,,
-16.66528,146.34528,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359630,,,1,Australia,,,,,1929,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46888 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,438791fc-08ca-447a-bbcf-c165b3bd331a,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359631,,,1,Australia,,,,,1930,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46899 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,bec08cca-f1bf-462e-b725-24eb56af8a6c,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359633,,,1,Australia,,,,,1931,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46900 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,0bbb146b-569f-4982-92d7-2a659f3420be,,,,,,,FALSE,,
-16.68028,146.31361,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359634,,,1,Australia,,,,,1932,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46886 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,bee21b07-d628-4a83-a683-c700848ef603,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359635,,,1,Australia,,,,,1933,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46901 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,d6f53c85-442a-4cb7-8478-5b4a5a7df558,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359636,,,1,Australia,,,,,1934,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46898 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,6fe15068-6062-4111-b468-3386662734e8,,,,,,,FALSE,,
-23.54111,152.27417,,Bathynomus immanis,https://www.gbif.org/occurrence/1253359638,,,1,Australia,,,,,1935,"orig_scientificName: Bathynomus immanis Bruce, 1986 | basisOfRecord: PRESERVED_SPECIMEN | institutionCode: AM | collectionCode: Invertebrates - Marine & Other | catalogNumber: P.46894 | recordNumber:  | recordedBy:  | identifiedBy: Dempsey, Ms Kate - Australian Museum - Marine Invertebrates | locality:  | waterBody:  | country: Australia",GBIF,,1ef63c4d-bf18-47ac-a283-a8c5276022d2,,,,,,,FALSE,,
